Timeseries computed from GloSAT.prelim01_reqSD_alternativegrid-178101-201912
Units: K anomalies from 1961-1990 reference period mean
Missing value:      -9.99900

 Year Month   Global      NH      SH
  1949     1   0.260   0.486  -0.193
  1949     2  -0.403  -0.300  -0.610
  1949     3  -0.265  -0.196  -0.404
  1949     4  -0.184   0.016  -0.583
  1949     5  -0.169  -0.008  -0.493
  1949     6  -0.251  -0.207  -0.338
  1949     7  -0.210  -0.249  -0.133
  1949     8  -0.087   0.034  -0.330
  1949     9  -0.077   0.016  -0.264
  1949    10   0.128   0.309  -0.233
  1949    11  -0.011   0.122  -0.277
  1949    12  -0.265  -0.292  -0.212
  1950     1  -0.536  -0.599  -0.410
  1950     2  -0.448  -0.498  -0.347
  1950     3  -0.192  -0.111  -0.355
  1950     4  -0.325  -0.319  -0.336
  1950     5  -0.182  -0.100  -0.347
  1950     6  -0.095  -0.088  -0.108
  1950     7  -0.231  -0.294  -0.106
  1950     8  -0.312  -0.226  -0.484
  1950     9  -0.146  -0.077  -0.285
  1950    10  -0.204  -0.013  -0.585
  1950    11  -0.595  -0.615  -0.556
  1950    12  -0.313  -0.263  -0.411
  1951     1  -0.636  -0.652  -0.606
  1951     2  -0.813  -0.921  -0.597
  1951     3  -0.436  -0.607  -0.095
  1951     4  -0.074   0.091  -0.403
  1951     5   0.007   0.093  -0.166
  1951     6  -0.107  -0.101  -0.119
  1951     7  -0.086  -0.019  -0.220
  1951     8   0.115   0.290  -0.234
  1951     9   0.212   0.381  -0.127
  1951    10   0.178   0.321  -0.106
  1951    11  -0.052  -0.028  -0.099
  1951    12   0.349   0.608  -0.169
  1952     1   0.186   0.190   0.178
  1952     2   0.038   0.048   0.018
  1952     3  -0.402  -0.633   0.060
  1952     4  -0.017   0.088  -0.226
  1952     5  -0.023   0.062  -0.193
  1952     6  -0.008   0.149  -0.322
  1952     7   0.131   0.207  -0.020
  1952     8   0.085   0.087   0.080
  1952     9   0.146   0.205   0.026
  1952    10  -0.110  -0.114  -0.102
  1952    11  -0.425  -0.465  -0.346
  1952    12  -0.133  -0.135  -0.129
  1953     1   0.102   0.270  -0.236
  1953     2   0.183   0.404  -0.261
  1953     3   0.156   0.234  -0.002
  1953     4   0.293   0.497  -0.117
  1953     5   0.084   0.231  -0.212
  1953     6   0.192   0.342  -0.107
  1953     7   0.005   0.270  -0.525
  1953     8   0.170   0.261  -0.011
  1953     9   0.113   0.191  -0.044
  1953    10   0.200   0.394  -0.187
  1953    11  -0.025  -0.031  -0.012
  1953    12   0.234   0.356  -0.010
  1954     1  -0.491  -0.616  -0.242
  1954     2  -0.165  -0.155  -0.185
  1954     3  -0.322  -0.456  -0.055
  1954     4  -0.133  -0.097  -0.204
  1954     5  -0.232  -0.193  -0.309
  1954     6  -0.079   0.053  -0.341
  1954     7  -0.186  -0.093  -0.370
  1954     8  -0.052   0.049  -0.252
  1954     9  -0.010   0.142  -0.316
  1954    10   0.142   0.289  -0.152
  1954    11   0.317   0.559  -0.166
  1954    12  -0.151  -0.095  -0.261
  1955     1   0.408   0.680  -0.136
  1955     2  -0.202  -0.211  -0.184
  1955     3  -0.766  -0.925  -0.449
  1955     4  -0.302  -0.293  -0.319
  1955     5  -0.217  -0.140  -0.371
  1955     6  -0.082  -0.016  -0.213
  1955     7  -0.190  -0.055  -0.461
  1955     8   0.061   0.133  -0.082
  1955     9  -0.018   0.032  -0.117
  1955    10   0.041   0.204  -0.286
  1955    11  -0.422  -0.482  -0.303
  1955    12  -0.493  -0.502  -0.477
  1956     1  -0.309  -0.162  -0.605
  1956     2  -0.552  -0.628  -0.398
  1956     3  -0.527  -0.603  -0.374
  1956     4  -0.475  -0.512  -0.401
  1956     5  -0.455  -0.446  -0.473
  1956     6  -0.268  -0.250  -0.305
  1956     7  -0.245  -0.316  -0.105
  1956     8  -0.412  -0.409  -0.418
  1956     9  -0.400  -0.411  -0.378
  1956    10  -0.353  -0.385  -0.290
  1956    11  -0.418  -0.437  -0.380
  1956    12  -0.291  -0.263  -0.348
  1957     1  -0.214  -0.196  -0.251
  1957     2  -0.208  -0.193  -0.237
  1957     3  -0.362  -0.484  -0.117
  1957     4  -0.078  -0.162   0.091
  1957     5  -0.106  -0.228   0.138
  1957     6   0.078   0.053   0.126
  1957     7  -0.172  -0.032  -0.454
  1957     8   0.076   0.107   0.014
  1957     9   0.064   0.120  -0.048
  1957    10  -0.052  -0.064  -0.028
  1957    11   0.108   0.056   0.212
  1957    12   0.189   0.224   0.119
  1958     1   0.527   0.746   0.088
  1958     2   0.215   0.231   0.183
  1958     3  -0.009  -0.099   0.171
  1958     4  -0.049  -0.158   0.169
  1958     5   0.030  -0.026   0.140
  1958     6  -0.146  -0.111  -0.214
  1958     7   0.026  -0.085   0.249
  1958     8  -0.073   0.089  -0.397
  1958     9  -0.106  -0.002  -0.315
  1958    10   0.012   0.005   0.027
  1958    11   0.011  -0.032   0.096
  1958    12  -0.045   0.114  -0.362
  1959     1   0.085   0.232  -0.210
  1959     2   0.084   0.167  -0.084
  1959     3   0.163   0.223   0.044
  1959     4   0.072   0.129  -0.043
  1959     5  -0.102  -0.047  -0.211
  1959     6   0.093   0.137   0.006
  1959     7   0.020  -0.020   0.099
  1959     8   0.001   0.091  -0.180
  1959     9   0.009   0.149  -0.271
  1959    10  -0.115  -0.111  -0.123
  1959    11  -0.087  -0.116  -0.028
  1959    12  -0.002   0.038  -0.081
  1960     1   0.054   0.113  -0.065
  1960     2   0.351   0.598  -0.143
  1960     3  -0.723  -0.862  -0.443
  1960     4  -0.341  -0.343  -0.337
  1960     5  -0.243  -0.061  -0.606
  1960     6   0.051   0.245  -0.336
  1960     7  -0.074   0.042  -0.307
  1960     8   0.004   0.088  -0.164
  1960     9   0.079   0.128  -0.018
  1960    10   0.025  -0.006   0.088
  1960    11  -0.226  -0.210  -0.259
  1960    12   0.339   0.542  -0.067
  1961     1   0.037   0.107  -0.103
  1961     2   0.193   0.338  -0.096
  1961     3  -0.013   0.071  -0.181
  1961     4   0.120   0.134   0.092
  1961     5   0.096   0.043   0.201
  1961     6   0.110   0.178  -0.026
  1961     7  -0.021   0.004  -0.070
  1961     8  -0.014  -0.003  -0.035
  1961     9   0.068  -0.046   0.298
  1961    10  -0.008  -0.162   0.299
  1961    11   0.056   0.078   0.012
  1961    12  -0.221  -0.266  -0.131
  1962     1   0.151   0.330  -0.208
  1962     2   0.224   0.410  -0.148
  1962     3   0.059   0.128  -0.081
  1962     4   0.058   0.202  -0.232
  1962     5  -0.143  -0.026  -0.378
  1962     6  -0.107  -0.274   0.226
  1962     7  -0.044   0.073  -0.278
  1962     8  -0.077  -0.029  -0.172
  1962     9  -0.030  -0.091   0.092
  1962    10   0.117   0.196  -0.040
  1962    11   0.129   0.119   0.150
  1962    12   0.028   0.098  -0.113
  1963     1  -0.043   0.070  -0.267
  1963     2   0.359   0.596  -0.115
  1963     3  -0.378  -0.447  -0.241
  1963     4  -0.209  -0.136  -0.353
  1963     5  -0.191  -0.174  -0.223
  1963     6  -0.116  -0.162  -0.024
  1963     7   0.035   0.036   0.033
  1963     8   0.076   0.065   0.097
  1963     9   0.148   0.117   0.211
  1963    10   0.355   0.553  -0.042
  1963    11   0.226   0.471  -0.264
  1963    12  -0.087  -0.092  -0.075
  1964     1  -0.107  -0.131  -0.060
  1964     2  -0.222  -0.308  -0.050
  1964     3  -0.544  -0.769  -0.094
  1964     4  -0.433  -0.517  -0.264
  1964     5  -0.274  -0.191  -0.441
  1964     6  -0.216  -0.183  -0.282
  1964     7  -0.189  -0.204  -0.160
  1964     8  -0.273  -0.282  -0.256
  1964     9  -0.330  -0.326  -0.338
  1964    10  -0.392  -0.345  -0.485
  1964    11  -0.307  -0.273  -0.375
  1964    12  -0.397  -0.313  -0.565
  1965     1  -0.093  -0.000  -0.278
  1965     2  -0.392  -0.628   0.081
  1965     3  -0.234  -0.222  -0.258
  1965     4  -0.411  -0.436  -0.362
  1965     5  -0.228  -0.260  -0.164
  1965     6  -0.151  -0.293   0.133
  1965     7  -0.332  -0.277  -0.440
  1965     8  -0.208  -0.327   0.031
  1965     9  -0.248  -0.322  -0.098
  1965    10  -0.085  -0.048  -0.160
  1965    11  -0.147  -0.145  -0.150
  1965    12  -0.204  -0.240  -0.132
  1966     1  -0.325  -0.442  -0.089
  1966     2  -0.157  -0.112  -0.247
  1966     3  -0.173  -0.301   0.082
  1966     4  -0.278  -0.436   0.037
  1966     5  -0.221  -0.236  -0.189
  1966     6   0.036   0.008   0.093
  1966     7  -0.001   0.025  -0.052
  1966     8  -0.007   0.185  -0.390
  1966     9  -0.015   0.087  -0.220
  1966    10  -0.249  -0.212  -0.323
  1966    11  -0.120  -0.149  -0.061
  1966    12  -0.227  -0.231  -0.220
  1967     1  -0.307  -0.441  -0.038
  1967     2  -0.502  -0.637  -0.232
  1967     3  -0.073   0.048  -0.316
  1967     4  -0.059  -0.080  -0.018
  1967     5   0.172   0.199   0.119
  1967     6  -0.214  -0.195  -0.252
  1967     7  -0.078  -0.036  -0.163
  1967     8  -0.080  -0.045  -0.150
  1967     9  -0.098  -0.110  -0.075
  1967    10   0.332   0.461   0.075
  1967    11   0.050   0.108  -0.066
  1967    12  -0.044   0.011  -0.154
  1968     1  -0.358  -0.450  -0.174
  1968     2  -0.250  -0.267  -0.215
  1968     3   0.339   0.596  -0.176
  1968     4  -0.150  -0.067  -0.316
  1968     5  -0.281  -0.144  -0.555
  1968     6  -0.271  -0.263  -0.289
  1968     7  -0.234  -0.277  -0.148
  1968     8  -0.191  -0.227  -0.121
  1968     9  -0.220  -0.111  -0.438
  1968    10  -0.073  -0.139   0.057
  1968    11  -0.300  -0.452   0.004
  1968    12  -0.448  -0.571  -0.203
  1969     1  -0.519  -0.865   0.174
  1969     2  -0.680  -1.054   0.068
  1969     3  -0.363  -0.595   0.101
  1969     4  -0.038  -0.184   0.255
  1969     5  -0.003  -0.083   0.155
  1969     6  -0.076  -0.178   0.130
  1969     7  -0.015  -0.029   0.012
  1969     8  -0.035  -0.030  -0.044
  1969     9  -0.057  -0.069  -0.033
  1969    10   0.006  -0.013   0.044
  1969    11   0.151   0.175   0.103
  1969    12   0.345   0.451   0.133
  1970     1  -0.022  -0.108   0.150
  1970     2   0.265   0.283   0.227
  1970     3  -0.179  -0.338   0.139
  1970     4  -0.047  -0.145   0.150
  1970     5  -0.137  -0.144  -0.123
  1970     6   0.055  -0.016   0.195
  1970     7  -0.021  -0.041   0.019
  1970     8  -0.100  -0.066  -0.168
  1970     9   0.050  -0.039   0.226
  1970    10  -0.136  -0.289   0.170
  1970    11  -0.055  -0.020  -0.125
  1970    12  -0.314  -0.423  -0.095
  1971     1  -0.154  -0.148  -0.164
  1971     2  -0.371  -0.426  -0.262
  1971     3  -0.445  -0.576  -0.183
  1971     4  -0.322  -0.369  -0.228
  1971     5  -0.256  -0.203  -0.364
  1971     6  -0.282  -0.195  -0.454
  1971     7  -0.169  -0.201  -0.105
  1971     8  -0.093  -0.173   0.066
  1971     9   0.006  -0.008   0.035
  1971    10  -0.059  -0.047  -0.082
  1971    11  -0.068   0.107  -0.419
  1971    12  -0.096  -0.043  -0.202
  1972     1  -0.711  -0.928  -0.276
  1972     2  -0.626  -0.815  -0.248
  1972     3  -0.259  -0.209  -0.361
  1972     4  -0.193  -0.218  -0.141
  1972     5  -0.244  -0.356  -0.020
  1972     6  -0.073  -0.177   0.134
  1972     7  -0.105  -0.153  -0.009
  1972     8  -0.027  -0.128   0.175
  1972     9  -0.212  -0.417   0.196
  1972    10  -0.088  -0.095  -0.075
  1972    11  -0.276  -0.475   0.122
  1972    12   0.028  -0.207   0.500
  1973     1   0.171   0.065   0.381
  1973     2   0.428   0.540   0.205
  1973     3   0.320   0.305   0.350
  1973     4   0.281   0.267   0.311
  1973     5   0.172   0.121   0.275
  1973     6   0.254   0.209   0.342
  1973     7   0.090   0.071   0.128
  1973     8   0.037   0.081  -0.052
  1973     9  -0.012  -0.057   0.078
  1973    10   0.021  -0.039   0.140
  1973    11  -0.083  -0.092  -0.065
  1973    12  -0.103   0.011  -0.332
  1974     1  -0.380  -0.399  -0.341
  1974     2  -0.615  -0.682  -0.480
  1974     3  -0.162  -0.067  -0.352
  1974     4  -0.165  -0.068  -0.361
  1974     5  -0.214  -0.222  -0.198
  1974     6  -0.170  -0.165  -0.179
  1974     7  -0.078  -0.095  -0.044
  1974     8  -0.049  -0.081   0.015
  1974     9  -0.228  -0.166  -0.351
  1974    10  -0.322  -0.397  -0.173
  1974    11  -0.317  -0.352  -0.248
  1974    12  -0.356  -0.428  -0.214
  1975     1   0.054   0.203  -0.246
  1975     2   0.044   0.135  -0.137
  1975     3   0.029   0.117  -0.149
  1975     4   0.035   0.159  -0.212
  1975     5   0.072   0.040   0.137
  1975     6  -0.009   0.022  -0.069
  1975     7  -0.059  -0.042  -0.092
  1975     8  -0.180  -0.059  -0.422
  1975     9   0.005   0.042  -0.069
  1975    10  -0.186  -0.094  -0.369
  1975    11  -0.297  -0.324  -0.243
  1975    12  -0.317  -0.291  -0.371
  1976     1  -0.074   0.158  -0.538
  1976     2  -0.323  -0.246  -0.477
  1976     3  -0.661  -0.736  -0.510
  1976     4  -0.170   0.011  -0.532
  1976     5  -0.349  -0.304  -0.440
  1976     6  -0.302  -0.279  -0.347
  1976     7  -0.301  -0.352  -0.199
  1976     8  -0.332  -0.271  -0.455
  1976     9  -0.201  -0.098  -0.405
  1976    10  -0.669  -0.827  -0.355
  1976    11  -0.408  -0.568  -0.089
  1976    12  -0.302  -0.512   0.119
  1977     1  -0.213  -0.396   0.154
  1977     2   0.056   0.037   0.094
  1977     3   0.169   0.271  -0.035
  1977     4   0.237   0.355   0.001
  1977     5   0.180   0.282  -0.022
  1977     6   0.241   0.309   0.105
  1977     7   0.118   0.072   0.210
  1977     8   0.046  -0.039   0.214
  1977     9  -0.036   0.108  -0.323
  1977    10  -0.094  -0.175   0.068
  1977    11   0.362   0.507   0.071
  1977    12   0.028   0.009   0.066
  1978     1  -0.008   0.042  -0.109
  1978     2  -0.009  -0.092   0.159
  1978     3   0.103   0.099   0.112
  1978     4   0.051   0.034   0.086
  1978     5  -0.026  -0.111   0.145
  1978     6  -0.204  -0.254  -0.104
  1978     7  -0.066  -0.218   0.239
  1978     8  -0.292  -0.267  -0.341
  1978     9  -0.077  -0.077  -0.076
  1978    10  -0.100  -0.084  -0.132
  1978    11   0.120   0.238  -0.117
  1978    12  -0.107  -0.102  -0.118
  1979     1  -0.104  -0.218   0.125
  1979     2  -0.464  -0.695  -0.001
  1979     3  -0.018  -0.073   0.093
  1979     4  -0.189  -0.411   0.257
  1979     5  -0.131  -0.105  -0.184
  1979     6   0.072   0.058   0.102
  1979     7  -0.024   0.017  -0.107
  1979     8   0.030  -0.069   0.229
  1979     9   0.090   0.108   0.054
  1979    10   0.182   0.213   0.121
  1979    11   0.141   0.144   0.136
  1979    12   0.586   0.744   0.270
  1980     1   0.146   0.105   0.228
  1980     2   0.324   0.381   0.211
  1980     3  -0.008  -0.225   0.425
  1980     4   0.182   0.100   0.346
  1980     5   0.299   0.230   0.436
  1980     6   0.112   0.174  -0.012
  1980     7   0.097   0.075   0.140
  1980     8   0.104   0.042   0.228
  1980     9   0.098   0.025   0.244
  1980    10   0.140   0.148   0.126
  1980    11   0.215   0.252   0.141
  1980    12   0.065  -0.011   0.216
  1981     1   0.824   1.183   0.107
  1981     2   0.653   0.923   0.113
  1981     3   0.540   0.804   0.014
  1981     4   0.396   0.479   0.229
  1981     5   0.142   0.108   0.211
  1981     6   0.172   0.262  -0.009
  1981     7   0.152   0.092   0.272
  1981     8   0.309   0.274   0.380
  1981     9   0.108   0.123   0.077
  1981    10   0.068   0.205  -0.205
  1981    11   0.234   0.382  -0.062
  1981    12   0.502   0.662   0.181
  1982     1  -0.250  -0.465   0.180
  1982     2   0.130   0.153   0.086
  1982     3  -0.257  -0.314  -0.143
  1982     4  -0.005   0.040  -0.096
  1982     5  -0.027  -0.112   0.142
  1982     6  -0.145  -0.155  -0.124
  1982     7   0.041   0.065  -0.005
  1982     8  -0.059  -0.113   0.050
  1982     9   0.004   0.081  -0.149
  1982    10  -0.150  -0.121  -0.207
  1982    11  -0.161  -0.385   0.286
  1982    12   0.357   0.368   0.334
  1983     1   0.612   0.703   0.429
  1983     2   0.403   0.335   0.539
  1983     3   0.337   0.335   0.341
  1983     4   0.134   0.021   0.362
  1983     5   0.144  -0.076   0.583
  1983     6   0.102   0.077   0.151
  1983     7   0.188   0.316  -0.069
  1983     8   0.318   0.372   0.210
  1983     9   0.422   0.397   0.471
  1983    10   0.148   0.160   0.124
  1983    11   0.496   0.726   0.036
  1983    12   0.102   0.111   0.085
  1984     1   0.154   0.295  -0.128
  1984     2  -0.119  -0.197   0.038
  1984     3   0.067   0.055   0.090
  1984     4  -0.137  -0.162  -0.086
  1984     5   0.273   0.283   0.253
  1984     6   0.017   0.154  -0.256
  1984     7   0.040   0.083  -0.045
  1984     8   0.055   0.080   0.004
  1984     9  -0.076  -0.171   0.116
  1984    10   0.106   0.096   0.126
  1984    11  -0.123  -0.225   0.081
  1984    12  -0.416  -0.657   0.064
  1985     1   0.105   0.041   0.234
  1985     2  -0.265  -0.451   0.107
  1985     3  -0.083  -0.233   0.217
  1985     4  -0.062  -0.128   0.071
  1985     5   0.037   0.076  -0.043
  1985     6   0.028  -0.007   0.097
  1985     7  -0.160  -0.194  -0.091
  1985     8   0.117   0.030   0.289
  1985     9   0.004  -0.031   0.075
  1985    10   0.029   0.051  -0.014
  1985    11  -0.005  -0.044   0.073
  1985    12   0.086   0.127   0.003
  1986     1   0.378   0.507   0.121
  1986     2   0.351   0.377   0.299
  1986     3   0.189   0.179   0.209
  1986     4   0.228   0.200   0.284
  1986     5   0.179   0.170   0.197
  1986     6   0.065   0.118  -0.042
  1986     7  -0.062  -0.084  -0.018
  1986     8   0.020  -0.005   0.071
  1986     9  -0.123  -0.147  -0.075
  1986    10  -0.030  -0.021  -0.047
  1986    11  -0.062  -0.082  -0.022
  1986    12   0.015  -0.030   0.105
  1987     1   0.213   0.161   0.316
  1987     2   0.571   0.703   0.306
  1987     3  -0.093  -0.258   0.238
  1987     4   0.162  -0.013   0.510
  1987     5   0.134   0.157   0.089
  1987     6   0.226   0.108   0.463
  1987     7   0.359   0.314   0.450
  1987     8   0.135   0.238  -0.070
  1987     9   0.266   0.375   0.047
  1987    10   0.246   0.180   0.377
  1987    11   0.082  -0.134   0.514
  1987    12   0.469   0.537   0.333
  1988     1   0.612   0.679   0.478
  1988     2   0.325   0.374   0.226
  1988     3   0.410   0.329   0.574
  1988     4   0.303   0.351   0.206
  1988     5   0.404   0.462   0.289
  1988     6   0.456   0.508   0.352
  1988     7   0.349   0.483   0.081
  1988     8   0.333   0.311   0.375
  1988     9   0.409   0.359   0.508
  1988    10   0.380   0.313   0.515
  1988    11   0.037   0.016   0.080
  1988    12   0.422   0.647  -0.030
  1989     1  -0.010   0.025  -0.079
  1989     2   0.457   0.674   0.024
  1989     3   0.356   0.549  -0.030
  1989     4   0.238   0.377  -0.040
  1989     5   0.114   0.205  -0.069
  1989     6   0.143   0.205   0.018
  1989     7   0.227   0.300   0.083
  1989     8   0.237   0.262   0.189
  1989     9   0.275   0.267   0.291
  1989    10   0.299   0.319   0.260
  1989    11   0.026  -0.017   0.113
  1989    12   0.334   0.397   0.206
  1990     1   0.370   0.448   0.212
  1990     2   0.426   0.584   0.111
  1990     3   1.171   1.624   0.266
  1990     4   0.659   0.874   0.230
  1990     5   0.445   0.524   0.287
  1990     6   0.463   0.633   0.122
  1990     7   0.366   0.328   0.444
  1990     8   0.345   0.469   0.097
  1990     9   0.224   0.385  -0.097
  1990    10   0.467   0.481   0.439
  1990    11   0.520   0.482   0.594
  1990    12   0.357   0.343   0.386
  1991     1   0.494   0.647   0.189
  1991     2   0.545   0.635   0.366
  1991     3   0.277   0.313   0.203
  1991     4   0.545   0.654   0.328
  1991     5   0.298   0.312   0.269
  1991     6   0.567   0.551   0.598
  1991     7   0.471   0.544   0.325
  1991     8   0.385   0.450   0.254
  1991     9   0.420   0.443   0.373
  1991    10   0.334   0.445   0.112
  1991    11   0.275   0.403   0.021
  1991    12   0.141   0.177   0.069
  1992     1   0.654   0.897   0.169
  1992     2   0.463   0.641   0.107
  1992     3   0.419   0.457   0.342
  1992     4   0.061  -0.047   0.277
  1992     5   0.075   0.017   0.189
  1992     6   0.029  -0.142   0.371
  1992     7  -0.261  -0.316  -0.151
  1992     8  -0.126  -0.171  -0.034
  1992     9  -0.258  -0.339  -0.095
  1992    10  -0.190  -0.314   0.057
  1992    11  -0.212  -0.208  -0.221
  1992    12   0.150   0.279  -0.107
  1993     1   0.392   0.529   0.119
  1993     2   0.458   0.769  -0.166
  1993     3   0.322   0.411   0.146
  1993     4   0.189   0.154   0.258
  1993     5   0.226   0.240   0.199
  1993     6   0.181   0.245   0.053
  1993     7   0.153   0.114   0.231
  1993     8   0.049   0.044   0.061
  1993     9  -0.095  -0.124  -0.037
  1993    10   0.147   0.129   0.184
  1993    11  -0.247  -0.463   0.184
  1993    12   0.185   0.244   0.068
  1994     1   0.269   0.308   0.192
  1994     2  -0.147  -0.186  -0.070
  1994     3   0.260   0.439  -0.098
  1994     4   0.414   0.599   0.046
  1994     5   0.315   0.402   0.143
  1994     6   0.433   0.487   0.326
  1994     7   0.226   0.402  -0.125
  1994     8   0.231   0.375  -0.057
  1994     9   0.319   0.327   0.301
  1994    10   0.460   0.628   0.122
  1994    11   0.505   0.567   0.380
  1994    12   0.359   0.326   0.426
  1995     1   0.742   1.039   0.146
  1995     2   1.185   1.702   0.152
  1995     3   0.440   0.591   0.138
  1995     4   0.620   0.880   0.100
  1995     5   0.353   0.483   0.094
  1995     6   0.528   0.678   0.230
  1995     7   0.447   0.398   0.545
  1995     8   0.572   0.682   0.352
  1995     9   0.466   0.539   0.321
  1995    10   0.674   0.861   0.299
  1995    11   0.589   0.735   0.298
  1995    12   0.179   0.200   0.138
  1996     1   0.245   0.330   0.075
  1996     2   0.561   0.730   0.224
  1996     3   0.252   0.267   0.221
  1996     4   0.091   0.060   0.152
  1996     5   0.286   0.346   0.166
  1996     6   0.223   0.246   0.177
  1996     7   0.307   0.329   0.263
  1996     8   0.311   0.112   0.709
  1996     9   0.146   0.004   0.430
  1996    10   0.130   0.022   0.347
  1996    11   0.360   0.441   0.196
  1996    12   0.408   0.517   0.190
  1997     1   0.372   0.526   0.064
  1997     2   0.525   0.785   0.004
  1997     3   0.554   0.852  -0.041
  1997     4   0.389   0.575   0.018
  1997     5   0.320   0.447   0.066
  1997     6   0.550   0.582   0.486
  1997     7   0.320   0.398   0.164
  1997     8   0.434   0.527   0.247
  1997     9   0.484   0.497   0.460
  1997    10   0.611   0.727   0.379
  1997    11   0.614   0.601   0.640
  1997    12   0.563   0.522   0.644
  1998     1   0.669   0.663   0.682
  1998     2   1.224   1.378   0.915
  1998     3   0.787   0.768   0.826
  1998     4   0.998   1.206   0.582
  1998     5   0.807   0.809   0.804
  1998     6   0.936   0.943   0.924
  1998     7   0.963   0.999   0.890
  1998     8   0.887   0.941   0.777
  1998     9   0.706   0.842   0.434
  1998    10   0.660   0.702   0.574
  1998    11   0.445   0.488   0.359
  1998    12   0.839   1.113   0.291
  1999     1   0.698   0.863   0.369
  1999     2   1.113   1.524   0.292
  1999     3   0.251   0.203   0.346
  1999     4   0.455   0.763  -0.161
  1999     5   0.370   0.431   0.249
  1999     6   0.469   0.478   0.450
  1999     7   0.449   0.513   0.322
  1999     8   0.439   0.472   0.373
  1999     9   0.561   0.683   0.317
  1999    10   0.521   0.617   0.330
  1999    11   0.463   0.742  -0.096
  1999    12   0.663   1.060  -0.131
  2000     1   0.275   0.492  -0.159
  2000     2   0.938   1.392   0.030
  2000     3   0.753   1.145  -0.031
  2000     4   0.895   1.281   0.124
  2000     5   0.457   0.718  -0.065
  2000     6   0.457   0.516   0.339
  2000     7   0.433   0.558   0.181
  2000     8   0.499   0.612   0.272
  2000     9   0.382   0.402   0.343
  2000    10   0.278   0.325   0.183
  2000    11   0.178   0.177   0.180
  2000    12   0.254   0.309   0.143
  2001     1   0.647   0.849   0.243
  2001     2   0.550   0.611   0.428
  2001     3   0.722   0.985   0.196
  2001     4   0.598   0.799   0.197
  2001     5   0.698   0.928   0.239
  2001     6   0.547   0.607   0.427
  2001     7   0.627   0.783   0.316
  2001     8   0.737   0.887   0.437
  2001     9   0.618   0.655   0.543
  2001    10   0.624   0.780   0.310
  2001    11   1.056   1.417   0.334
  2001    12   0.703   0.920   0.269
  2002     1   1.103   1.498   0.314
  2002     2   1.199   1.709   0.180
  2002     3   1.192   1.497   0.583
  2002     4   0.707   0.650   0.821
  2002     5   0.619   0.542   0.773
  2002     6   0.647   0.853   0.236
  2002     7   0.820   0.898   0.664
  2002     8   0.642   0.680   0.568
  2002     9   0.706   0.789   0.539
  2002    10   0.575   0.556   0.613
  2002    11   0.774   0.918   0.487
  2002    12   0.416   0.406   0.437
  2003     1   1.033   1.270   0.561
  2003     2   0.652   0.684   0.588
  2003     3   0.591   0.688   0.398
  2003     4   0.672   0.792   0.432
  2003     5   0.814   0.955   0.531
  2003     6   0.636   0.631   0.647
  2003     7   0.624   0.752   0.370
  2003     8   0.832   1.059   0.380
  2003     9   0.791   0.917   0.539
  2003    10   0.968   1.274   0.355
  2003    11   0.706   0.847   0.422
  2003    12   1.065   1.354   0.488
  2004     1   0.734   0.819   0.564
  2004     2   1.024   1.314   0.444
  2004     3   0.875   1.122   0.382
  2004     4   0.733   0.859   0.480
  2004     5   0.331   0.523  -0.051
  2004     6   0.446   0.465   0.407
  2004     7   0.315   0.498  -0.051
  2004     8   0.467   0.551   0.299
  2004     9   0.559   0.648   0.381
  2004    10   0.751   0.783   0.688
  2004    11   1.043   1.306   0.516
  2004    12   0.474   0.430   0.562
  2005     1   1.009   1.184   0.661
  2005     2   0.705   0.705   0.705
  2005     3   0.953   1.105   0.648
  2005     4   1.022   1.241   0.583
  2005     5   0.751   0.901   0.451
  2005     6   0.862   0.956   0.675
  2005     7   0.769   0.911   0.485
  2005     8   0.703   0.764   0.580
  2005     9   1.000   1.181   0.638
  2005    10   1.130   1.339   0.714
  2005    11   1.203   1.549   0.511
  2005    12   0.906   1.121   0.474
  2006     1   0.700   0.776   0.548
  2006     2   1.051   1.338   0.477
  2006     3   0.814   1.023   0.396
  2006     4   0.643   0.787   0.355
  2006     5   0.582   0.967  -0.187
  2006     6   0.841   1.093   0.336
  2006     7   0.706   0.818   0.481
  2006     8   0.784   0.891   0.569
  2006     9   0.792   0.975   0.426
  2006    10   1.020   1.235   0.589
  2006    11   0.976   1.177   0.574
  2006    12   1.281   1.726   0.390
  2007     1   1.657   2.180   0.610
  2007     2   1.000   1.245   0.511
  2007     3   0.963   1.213   0.464
  2007     4   1.179   1.502   0.533
  2007     5   0.826   0.919   0.639
  2007     6   0.685   0.873   0.309
  2007     7   0.697   0.883   0.325
  2007     8   0.846   1.054   0.430
  2007     9   0.838   0.872   0.768
  2007    10   1.009   1.205   0.618
  2007    11   0.854   1.119   0.325
  2007    12   0.836   1.152   0.204
  2008     1   0.374   0.384   0.355
  2008     2   0.465   0.662   0.071
  2008     3   1.146   1.608   0.223
  2008     4   0.632   0.904   0.089
  2008     5   0.556   0.809   0.051
  2008     6   0.586   0.793   0.172
  2008     7   0.742   0.754   0.717
  2008     8   0.557   0.726   0.219
  2008     9   0.685   0.655   0.743
  2008    10   1.004   1.154   0.702
  2008    11   1.057   1.303   0.566
  2008    12   0.755   0.924   0.417
  2009     1   0.898   1.124   0.445
  2009     2   0.785   0.989   0.376
  2009     3   0.614   0.661   0.520
  2009     4   0.821   0.960   0.544
